event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,group,phone_brand,device_model
699052.0,2864720611710551040,2016-05-03 16:16:16,78.531785,17.452747,Hyderabad,Telangana,F,25.0,F24-26,vivo,Xplay
701324.0,-8073240711591819264,2016-05-04 08:50:26,78.520454,17.413518999999994,Hyderabad,Telangana,M,21.0,M22-,Xiaomi,红米note
705781.0,-7151289597790414848,2016-05-04 11:21:52,78.576094,17.442420000000002,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
706148.0,6954334625229357056,2016-05-06 11:01:02,78.52459499999998,17.457946,Hyderabad,Telangana,M,25.0,M23-26,Xiaomi,E6
709268.0,6074409066631281664,2016-05-06 13:53:41,78.513805,17.455046,Hyderabad,Telangana,F,45.0,F43+,Samsung,Galaxy Note 3 Lite
710526.0,584364271345729152,2016-05-02 15:03:01,78.53394499999997,17.411074,Hyderabad,Telangana,M,23.0,M23-26,OPPO,R1C
712670.0,2627659065340510720,2016-05-05 16:04:56,78.52140899999998,17.433832000000002,Hyderabad,Telangana,F,33.0,F33-42,Huawei,荣耀畅玩4C
713980.0,-4610932506588719104,2016-05-05 17:04:19,78.49620999999998,17.471370999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
717135.0,-8153687413579116544,2016-05-05 18:50:36,78.53041400000002,17.495853,Hyderabad,Telangana,F,25.0,F24-26,Xiaomi,红米note
719251.0,526416682343182912,2016-05-04 19:47:26,78.528621,17.452755999999994,Hyderabad,Telangana,M,21.0,M22-,Samsung,Galaxy S4
720201.0,-3789448675306940928,2016-05-03 17:30:33,78.57857200000002,17.445375,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
722790.0,3416278826363910656,2016-05-07 20:37:17,78.5339,17.417154,Hyderabad,Telangana,F,26.0,F24-26,奇酷,青春版
728062.0,5531826139676055552,2016-05-05 23:04:58,78.505134,17.453747999999994,Hyderabad,Telangana,M,21.0,M22-,Xiaomi,红米Note2
729868.0,6270247827230928896,2016-05-06 17:42:25,78.579532,17.485754,Hyderabad,Telangana,F,53.0,F43+,OPPO,A31
729892.0,-6084456645747040256,2016-05-01 09:09:08,78.57458600000002,17.472431,Hyderabad,Telangana,M,23.0,M23-26,Huawei,荣耀畅玩4X
731681.0,3227564075395120128,2016-05-03 09:58:54,78.564944,17.442062999999994,Hyderabad,Telangana,M,34.0,M32-38,OPPO,R3
731809.0,-3708437358897840640,2016-05-03 10:50:30,78.563962,17.436141,Hyderabad,Telangana,F,31.0,F29-32,Samsung,Galaxy S4
733771.0,1078139117688629632,2016-05-07 11:44:46,78.517617,17.479688,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
734171.0,2980503737783668736,2016-05-02 12:47:04,78.49876900000002,17.479513999999998,Hyderabad,Telangana,F,39.0,F33-42,Xiaomi,MI 3
736937.0,2652840498204990464,2016-05-03 14:44:16,78.57351,17.443537,Hyderabad,Telangana,M,30.0,M29-31,vivo,Xperia Z
737433.0,5668263332063746048,2016-05-06 14:32:42,78.57046100000002,17.420437999999994,Hyderabad,Telangana,F,26.0,F24-26,Huawei,荣耀3C
737650.0,-6995573311402977280,2016-05-07 14:01:41,78.57856000000002,17.432419,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
738211.0,-4877900228465056768,2016-05-04 15:31:28,78.503823,17.498828,Hyderabad,Telangana,F,28.0,F27-28,Samsung,Galaxy Note 3
738277.0,-8657137191584681984,2016-05-04 15:18:06,78.574413,17.456160999999998,Hyderabad,Telangana,M,22.0,M22-,大可乐,MC002
739833.0,-2357295472630252032,2016-05-03 16:30:16,78.565616,17.431372,Hyderabad,Telangana,M,27.0,M27-28,Xiaomi,红米2
740898.0,-4262058469698113536,2016-05-01 17:38:04,78.569218,17.437482,Hyderabad,Telangana,M,38.0,M32-38,Samsung,A355e
741952.0,-7271319853104671744,2016-05-07 17:33:47,78.524383,17.425047,Hyderabad,Telangana,M,27.0,M27-28,Samsung,Galaxy Note 2
745030.0,-1046407582408507648,2016-05-07 19:24:42,78.524928,17.430639999999997,Hyderabad,Telangana,M,36.0,M32-38,OPPO,A33
746300.0,-359603176702397888,2016-05-06 20:37:17,78.574696,17.42201,Hyderabad,Telangana,M,30.0,M29-31,Samsung,Galaxy Note 2
749512.0,-7639208672609598464,2016-05-07 22:00:07,78.500564,17.481313,Hyderabad,Telangana,M,41.0,M39+,Xiaomi,红米note
751053.0,8434842357510500352,2016-05-07 23:15:06,78.533027,17.414890999999994,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
752190.0,-8913461047765857280,2016-05-01 20:26:47,78.5686,17.494563999999997,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
755491.0,7881637804498017280,2016-05-03 22:26:36,78.515934,17.471427,Hyderabad,Telangana,M,19.0,M22-,vivo,Y13L
755662.0,7545582321934375936,2016-05-05 22:27:12,78.539698,17.465571999999998,Hyderabad,Telangana,M,34.0,M32-38,Samsung,Galaxy Note 3
756110.0,970592061729678848,2016-05-07 22:53:36,78.53656099999998,17.460539999999998,Hyderabad,Telangana,M,17.0,M22-,vivo,X5SL
756148.0,-2548242731150251008,2016-05-07 22:39:23,78.575114,17.472054999999994,Hyderabad,Telangana,M,22.0,M22-,OPPO,R1S
756353.0,-4701593213443165184,2016-05-01 23:01:15,78.52444399999997,17.448389000000002,Hyderabad,Telangana,M,28.0,M27-28,Samsung,Galaxy S4
759923.0,1405232329683706880,2016-05-01 06:45:52,78.53936,17.445629999999998,Hyderabad,Telangana,M,22.0,M22-,Huawei,C8815
761247.0,1759337046269519616,2016-05-04 07:16:13,78.505128,17.420685,Hyderabad,Telangana,F,48.0,F43+,Huawei,C8815
762513.0,-4424182529634776064,2016-05-04 08:37:07,78.52508300000002,17.480054,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
764796.0,5779178373442309120,2016-05-03 10:56:32,78.55888900000002,17.482370999999997,Hyderabad,Telangana,M,21.0,M22-,夏新,N821
766265.0,-6462717301345186816,2016-05-03 11:11:45,78.543003,17.43422,Hyderabad,Telangana,M,22.0,M22-,Meizu,魅蓝NOTE
768283.0,2081781779481395200,2016-05-01 13:29:53,78.558633,17.414844,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
769611.0,-4062024631275134976,2016-05-01 14:49:46,78.56186600000002,17.440502,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
775213.0,4651548078116231168,2016-05-01 19:35:47,78.52036899999997,17.443763999999998,Hyderabad,Telangana,M,34.0,M32-38,vivo,Xplay3S
776062.0,9049928589083587584,2016-05-07 19:49:50,78.56313399999998,17.471106,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
776660.0,-6844690146961824768,2016-05-03 20:49:01,78.520565,17.499934,Hyderabad,Telangana,M,26.0,M23-26,Huawei,Mate 7
776697.0,220357058879310464,2016-05-03 20:11:49,78.55715699999998,17.446327,Hyderabad,Telangana,F,26.0,F24-26,Huawei,Y300
778576.0,-7708377789041494016,2016-05-06 21:32:54,78.538415,17.442000999999998,Hyderabad,Telangana,M,29.0,M29-31,Meizu,MX4 Pro
778957.0,-5200236616001375232,2016-05-01 22:23:01,78.554105,17.475534,Hyderabad,Telangana,F,27.0,F27-28,Xiaomi,MI 4
779895.0,6157044438191124480,2016-05-07 21:57:09,78.545519,17.477739999999994,Hyderabad,Telangana,F,47.0,F43+,OPPO,R7 Plus
780047.0,1026152102622175232,2016-05-07 22:38:27,78.54635999999998,17.472206,Hyderabad,Telangana,M,23.0,M23-26,Xiaomi,红米2
780679.0,3602763908860310016,2016-05-04 23:09:39,78.533237,17.493921,Hyderabad,Telangana,M,23.0,M23-26,奇酷,青春版
781886.0,2271211183192069888,2016-05-05 00:12:01,78.492642,17.489683,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
782087.0,-6965815336508135424,2016-05-07 00:30:29,78.509488,17.410425999999998,Hyderabad,Telangana,M,47.0,M39+,Coolpad,7295
785503.0,5803118978090201088,2016-05-03 07:14:32,78.567628,17.440352999999998,Hyderabad,Telangana,M,28.0,M27-28,Xiaomi,MI 3
787744.0,-6250186265220580352,2016-05-01 09:31:05,78.51019500000002,17.420461999999997,Hyderabad,Telangana,F,23.0,F23-,Huawei,G510
789134.0,8415785894347492352,2016-05-01 10:45:01,78.56613,17.456174999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
789911.0,3278379149507784704,2016-05-07 09:58:17,78.53851,17.427573000000002,Hyderabad,Telangana,M,25.0,M23-26,Xiaomi,MI 4
790226.0,-5665149919949735936,2016-05-02 11:04:50,78.52078900000002,17.429980999999998,Hyderabad,Telangana,M,38.0,M32-38,Meizu,魅蓝NOTE
795463.0,-5756028348995081216,2016-05-02 15:36:40,78.55940700000002,17.483459999999994,Hyderabad,Telangana,F,40.0,F33-42,Xiaomi,红米note
796074.0,5012872406440179712,2016-05-06 15:56:22,78.575038,17.440693,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
796183.0,4769817186826171392,2016-05-06 15:45:04,78.51798199999998,17.454060000000002,Hyderabad,Telangana,F,27.0,F27-28,Xiaomi,MI 3
799846.0,3944168499075208192,2016-05-06 19:16:11,78.53137000000002,17.458302999999994,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
800596.0,4822692744163911680,2016-05-02 20:21:30,78.54676500000002,17.491719,Hyderabad,Telangana,M,29.0,M29-31,Xiaomi,MI 2C
805800.0,-6343088193116574720,2016-05-06 00:25:17,78.57861700000002,17.467257,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
806838.0,2669923346404749312,2016-05-05 02:21:44,78.57943800000002,17.418293,Hyderabad,Telangana,M,40.0,M39+,Xiaomi,MI 3
809547.0,-3151287449207976960,2016-05-02 07:32:12,78.572911,17.456612999999994,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
810495.0,3978498600433827328,2016-05-01 08:42:42,78.579824,17.450051000000002,Hyderabad,Telangana,M,32.0,M32-38,Meizu,魅蓝NOTE
813229.0,1221329759748234496,2016-05-03 10:11:04,78.504711,17.430985,Hyderabad,Telangana,M,28.0,M27-28,Xiaomi,MI 4
814359.0,3029060906128419840,2016-05-01 11:20:10,78.55400999999998,17.481091,Hyderabad,Telangana,M,20.0,M22-,Samsung,A798t
815552.0,1993522663449825280,2016-05-07 11:39:01,78.573544,17.428570999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
816767.0,-1537017611250767104,2016-05-05 12:51:51,78.570966,17.45591,Hyderabad,Telangana,F,27.0,F27-28,Huawei,Mate 2
817703.0,5579327727384197120,2016-05-04 13:56:13,78.53615,17.486103,Hyderabad,Telangana,F,17.0,F23-,聆韵,小苹果
820237.0,5445034754773583872,2016-05-04 15:37:22,78.52997400000002,17.435191999999994,Hyderabad,Telangana,M,33.0,M32-38,Samsung,A6800
821626.0,-2281819839263125248,2016-05-06 16:52:24,78.49969399999998,17.465063999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
822293.0,-7753570955326205952,2016-05-02 17:26:29,78.54610699999998,17.444717999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
822702.0,8080289333033790464,2016-05-05 17:28:40,78.544713,17.486531999999997,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
823263.0,-389594933697252480,2016-05-01 18:33:55,78.555482,17.455941,Hyderabad,Telangana,F,19.0,F23-,Huawei,荣耀6
826236.0,-859979412595480576,2016-05-04 20:13:42,78.57021800000003,17.436194999999998,Hyderabad,Telangana,M,31.0,M29-31,Huawei,X1 7.0
827811.0,2790074290650652160,2016-05-05 21:43:07,78.515842,17.488453999999994,Hyderabad,Telangana,F,30.0,F29-32,OPPO,R831S
827823.0,7456394847570862080,2016-05-05 21:51:26,78.56488300000002,17.426074999999994,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
827937.0,-2017917856385434112,2016-05-06 21:18:20,78.505054,17.446776,Hyderabad,Telangana,M,33.0,M32-38,Samsung,Galaxy S3
828183.0,7364523994019964928,2016-05-07 21:07:20,78.50770700000002,17.475227,Hyderabad,Telangana,F,39.0,F33-42,Xiaomi,红米note
828615.0,-4273312309710803968,2016-05-02 22:00:54,78.521187,17.459394999999994,Hyderabad,Telangana,M,26.0,M23-26,Huawei,Mate 7
830281.0,4305425213813279744,2016-05-06 23:06:27,78.576471,17.475747,Hyderabad,Telangana,M,20.0,M22-,vivo,X5Pro
830633.0,-4401453244919922176,2016-05-01 00:39:13,78.506647,17.438893,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
832078.0,627701033915506432,2016-05-03 00:59:18,78.534305,17.457003,Hyderabad,Telangana,F,52.0,F43+,Huawei,荣耀畅玩4C运动版
833187.0,-5160807265324937216,2016-05-07 02:18:46,78.499268,17.481481,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
834434.0,-6188851043794360320,2016-05-03 05:48:41,78.524812,17.468835000000002,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
835391.0,-5528889624423559168,2016-05-04 06:57:02,78.55858500000002,17.490916,Hyderabad,Telangana,M,29.0,M29-31,vivo,Y17T
836560.0,3344397815230278656,2016-05-03 07:05:24,78.55152199999998,17.452664000000002,Hyderabad,Telangana,M,28.0,M27-28,Samsung,Galaxy A5
837617.0,-2098030517481518080,2016-05-01 08:30:41,78.54766000000002,17.484139000000006,Hyderabad,Telangana,M,38.0,M32-38,Xiaomi,红米note
838273.0,-4300268566134810624,2016-05-04 08:36:28,78.53474,17.487191,Hyderabad,Telangana,M,39.0,M39+,Huawei,荣耀畅玩4X
838729.0,2170143351641946368,2016-05-06 08:31:56,78.490094,17.411569999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
842081.0,-6870727408981637120,2016-05-05 10:03:22,78.500381,17.491352,Hyderabad,Telangana,F,38.0,F33-42,LeEco,超级手机1s
842484.0,-717394647841974784,2016-05-07 10:04:04,78.560289,17.496060999999994,Hyderabad,Telangana,F,29.0,F29-32,OPPO,R7
842979.0,-2053600398013790464,2016-05-02 11:27:33,78.52945,17.422074,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
847506.0,5769927910135943168,2016-05-06 13:33:35,78.559996,17.484323,Hyderabad,Telangana,F,26.0,F24-26,Xiaomi,红米note
847886.0,5532505483969291264,2016-05-07 13:31:01,78.54911,17.481002999999998,Hyderabad,Telangana,M,35.0,M32-38,Meizu,MX4
849400.0,3287018772769460736,2016-05-07 14:36:51,78.518703,17.480812999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
859973.0,3041475829058913792,2016-05-06 18:29:56,78.496336,17.486079,Hyderabad,Telangana,M,29.0,M29-31,Samsung,A788t
863078.0,-8782714927354834944,2016-05-02 09:04:15,78.54964700000002,17.431569999999994,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
865721.0,7210591926111411200,2016-05-03 11:56:33,78.522101,17.447892999999997,Hyderabad,Telangana,M,35.0,M32-38,Xiaomi,X805
866910.0,-2488767774211083776,2016-05-02 12:22:27,78.51171500000002,17.414645,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
867030.0,-3736318048665692160,2016-05-02 12:40:48,78.53856300000002,17.492162999999998,Hyderabad,Telangana,M,29.0,M29-31,Huawei,荣耀3X畅玩版
868949.0,580989129907047808,2016-05-05 19:08:56,78.52005799999998,17.498817000000006,Hyderabad,Telangana,M,33.0,M32-38,LeEco,超级手机1
869121.0,2114846609841516288,2016-05-06 18:53:24,78.490048,17.442636,Hyderabad,Telangana,M,34.0,M32-38,Huawei,Mate S
870160.0,-2613770690140007424,2016-05-05 13:52:14,78.527316,17.411982000000002,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
871071.0,16877935012380824,2016-05-03 20:00:06,78.503631,17.443399999999997,Hyderabad,Telangana,M,28.0,M27-28,Samsung,Galaxy Note 3
871779.0,4625388247758919680,2016-05-04 20:45:09,78.528834,17.437649999999998,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
874382.0,-3974472322773636608,2016-05-02 21:11:35,78.503247,17.48408,Hyderabad,Telangana,M,21.0,M22-,Xiaomi,F103
876882.0,-4537490592774556672,2016-05-02 16:50:26,78.51358900000002,17.424619999999994,Hyderabad,Telangana,M,36.0,M32-38,Meizu,MX5
877324.0,-6701148038665752576,2016-05-03 16:34:08,78.541966,17.418605,Hyderabad,Telangana,M,22.0,M22-,Xiaomi,MI 3
877794.0,820565097132969088,2016-05-05 16:27:19,78.49928200000002,17.441043999999998,Hyderabad,Telangana,F,25.0,F24-26,vivo,Y23L
878856.0,-5869964486644180992,2016-05-02 17:23:36,78.494363,17.465079999999997,Hyderabad,Telangana,F,18.0,F23-,LG,Nexus 4
881474.0,4497175845951589888,2016-05-03 23:08:02,78.491253,17.410449,Hyderabad,Telangana,M,18.0,M22-,Xiaomi,MI 4
881525.0,5029696361788728320,2016-05-02 18:42:21,78.556075,17.446384,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
882174.0,3006368779199632384,2016-05-05 23:29:54,78.565957,17.465283,Hyderabad,Telangana,M,43.0,M39+,Huawei,荣耀6 Plus
883153.0,-7870727710057784320,2016-05-07 18:46:23,78.55704399999998,17.458527,Hyderabad,Telangana,M,31.0,M29-31,Meizu,魅蓝NOTE
883340.0,-6424544006464193536,2016-05-01 19:10:09,78.50723500000002,17.463836999999998,Hyderabad,Telangana,F,33.0,F33-42,Xiaomi,MI 2S
884484.0,3443341820488136704,2016-05-05 19:25:18,78.512674,17.436327,Hyderabad,Telangana,Not_Available,Not_Available,Not_Available,Not_Available,Not_Available
885639.0,-832696239293653888,2016-05-04 20:05:46,78.52189,17.498993,Hyderabad,Telangana,M,23.0,M23-26,Samsung,S890
886534.0,2921041393959744000,2016-05-02 21:27:52,78.51480699999998,17.44277,Hyderabad,Telangana,M,34.0,M32-38,LeEco,超级手机1s
887763.0,1116027888175391232,2016-05-01 22:55:13,78.553088,17.421647999999998,Hyderabad,Telangana,F,48.0,F43+,Samsung,Galaxy S2
